No.,図形名,文字,UCS,文字,代替変換区分
5809,GJ005809,􊺇,U+4E07,万,2
5810,GJ005810,􊺉,U+624D,才,2
5811,GJ005811,􊺊,U+4E8D,亍,2
5812,GJ005812,􊺋,U+7945,祅,2
5813,GJ005813,􊺖,U+886B,衫,1
5814,GJ005814,􊺞,U+5C11,少,2
5815,GJ005815,􊺠,U+5348,午,2
5816,GJ005816,􊺡,U+5FC3,心,2
5817,GJ005817,􊺢,U+5C11,少,2
5818,GJ005818,􊺥,U+5C24,尤,2
5819,GJ005819,􊺧,U+592B,夫,2
5820,GJ005820,􊺨,U+FA52,禍,1
5821,GJ005821,􊺩,U+4ECB,介,2
5822,GJ005822,􊺯,U+887F,衿,1
5823,GJ005823,􊺽,U+7950,祐,1
5824,GJ005824,􊻀,U+5360,占,2
5825,GJ005825,􊻂,U+7962,祢,1
5826,GJ005826,􊻋,U+3563,㕣,2
5827,GJ005827,􊻎,U+53E3,口,2
5828,GJ005828,􊻐,U+5E83,広,2
5829,GJ005829,􊻒,U+5E73,平,2
5830,GJ005830,􊻓,U+5DE8,巨,2
5831,GJ005831,􊻕,U+4E16,世,2
5832,GJ005832,􊻟,U+79E9,秩,1
5833,GJ005833,􊻠,U+53EC,召,2
5834,GJ005834,􊻪,U+7962,祢,1
5835,GJ005835,􊻭,U+7962,祢,1
5836,GJ005836,􊻹,U+7962,祢,1
5837,GJ005837,􊻺,U+5C13,尓,2
5838,GJ005838,􊻻,U+7962,祢,1
5839,GJ005839,􊼃,U+88A2,袢,1
5840,GJ005840,􊼅,U+53EF,可,2
5841,GJ005841,􊼆,U+4E3B,主,2
5842,GJ005842,􊼇,U+53E5,句,2
5843,GJ005843,􊼉,U+7940,祀,1
5844,GJ005844,􊼊,U+6B63,正,2
5845,GJ005845,􊼏,U+4EE4,令,2
5846,GJ005846,􊼕,U+5149,光,2
5847,GJ005847,􊼙,U+540D,名,2
5848,GJ005848,􊼞,U+5321,匡,2
5849,GJ005849,􊼟,U+4E98,亘,2
5850,GJ005850,􊼠,U+6210,成,2
5851,GJ005851,􊼢,U+795D,祝,2
5852,GJ005852,􊼣,U+5168,全,2
5853,GJ005853,􊼦,U+8863,衣,2
5854,GJ005854,􊼩,U+795C,祜,2
5855,GJ005855,􊼭,U+7957,祗,1
5856,GJ005856,􊼳,U+6731,朱,2
5857,GJ005857,􊼶,U+5468,周,2
5858,GJ005858,􊼹,U+88B5,袵,1
5859,GJ005859,􊽂,U+6709,有,2
5860,GJ005860,􊽄,U+798E,禎,1
5861,GJ005861,􊽅,U+88BF,袿,2
5862,GJ005862,􊽇,U+65EC,旬,2
5863,GJ005863,􊽋,U+5F6C,彬,1
5864,GJ005864,􊽌,U+5229,利,2
5865,GJ005865,􊽍,U+5E0C,希,2
5866,GJ005866,􊽏,U+5B5D,孝,2
5867,GJ005867,􊽑,U+543E,吾,2
5868,GJ005868,􊽓,U+5B8F,宏,2
5869,GJ005869,􊽜,U+5DE0,巠,2
5870,GJ005870,􊽝,U+6C11,民,2
5871,GJ005871,􊽦,U+8C46,豆,2
5872,GJ005872,􊽨,U+5449,呉,2
5873,GJ005873,􊽫,U+544A,告,2
5874,GJ005874,􊽰,U+88D1,裑,1
5875,GJ005875,􊽴,U+88D5,裕,1
5876,GJ005876,􊽹,U+88D9,裙,1
5877,GJ005877,􊽻,U+8096,肖,2
5878,GJ005878,􊽽,U+571F,土,2
5879,GJ005879,􊽾,U+91CC,里,2
5880,GJ005880,􊽿,U+796D,祭,1
5881,GJ005881,􊾅,U+88DC,補,1
5882,GJ005882,􊾇,U+88DC,補,1
5883,GJ005883,􊾊,U+4EAB,享,2
5884,GJ005884,􊾋,U+5E78,幸,2
5885,GJ005885,􊾎,U+4EAC,京,2
5886,GJ005886,􊾏,U+5B97,宗,2
5887,GJ005887,􊾐,U+548C,和,2
5888,GJ005888,􊾑,U+7962,祢,1
5889,GJ005889,􊾝,U+79B0,禰,1
5890,GJ005890,􊾞,U+96B9,隹,2
5891,GJ005891,􊾨,U+6B66,武,2
5892,GJ005892,􊾩,U+73A8,玨,2
5893,GJ005893,􊾪,U+793A,示,2
5894,GJ005894,􊾫,U+6771,東,2
5895,GJ005895,􊾬,U+91C7,采,2
5896,GJ005896,􊾭,U+3775,㝵,2
5897,GJ005897,􊾯,U+88F0,裰,2
5898,GJ005898,􊾰,U+5947,奇,2
5899,GJ005899,􊾱,U+886F,衯,1
5900,GJ005900,􊾳,U+7979,祹,1
5901,GJ005901,􊾵,U+590C,夌,2
5902,GJ005902,􊾺,U+76F4,直,2
5903,GJ005903,􊿆,U+88F2,裲,1
5904,GJ005904,􊿈,U+88FE,裾,1
5905,GJ005905,􊿌,U+753E,甾,2
5906,GJ005906,􊿍,U+5774,坴,2
5907,GJ005907,􊿔,U+8868,表,2
5908,GJ005908,􊿕,U+5177,具,2
5909,GJ005909,􊿗,U+7985,禅,1
5910,GJ005910,􊿚,U+82E5,若,2
5911,GJ005911,􊿟,U+7AD2,竒,2
5912,GJ005912,􊿠,U+65E8,旨,2
5913,GJ005913,􊿥,U+793A,示,2
5914,GJ005914,􊿪,U+798F,福,1
5915,GJ005915,􊿬,U+7962,祢,1
5916,GJ005916,􊿮,U+5341,十,2
5917,GJ005917,􊿱,U+65B9,方,2
5918,GJ005918,􊿴,U+54A2,咢,2
5919,GJ005919,􊿵,U+767D,白,2
5920,GJ005920,􊿶,U+751F,生,2
5921,GJ005921,􊿹,U+7687,皇,2
5922,GJ005922,􊿼,U+5340,區,2
5923,GJ005923,􊿽,U+797F,祿,1
5924,GJ005924,􊿾,U+797F,祿,1
5925,GJ005925,􋀌,U+8ECD,軍,2
5926,GJ005926,􋀎,U+8332,茲,2
5927,GJ005927,􋀪,U+794A,祊,1
5928,GJ005928,􋀬,U+4E14,且,2
5929,GJ005929,􋀭,U+5B9C,宜,2
5930,GJ005930,􋀲,U+80CC,背,2
5931,GJ005931,􋀵,U+7977,祷,1
5932,GJ005932,􋀷,U+793B,礻,2
5933,GJ005933,􋀺,U+6643,晃,2
5934,GJ005934,􋀻,U+5009,倉,2
5935,GJ005935,􋀽,U+6319,挙,2
5936,GJ005936,􋁂,U+8C9D,貝,2
5937,GJ005937,􋁌,U+898B,見,2
5938,GJ005938,􋁏,U+65E9,早,2
5939,GJ005939,􋁐,U+822C,般,2
5940,GJ005940,􋁑,U+793A,示,2
5941,GJ005941,􋁞,U+798F,福,1
5942,GJ005942,􋁠,U+5F56,彖,2
5943,GJ005943,􋁡,U+7995,禕,1
5944,GJ005944,􋁢,U+7995,禕,1
5945,GJ005945,􋁣,U+799B,禛,1
5946,GJ005946,􋁧,U+799B,禛,1
5947,GJ005947,􋁬,U+9AD8,高,2
5948,GJ005948,􋁳,U+79A9,禩,1
5949,GJ005949,􋁵,U+88D5,裕,1
5950,GJ005950,􋁷,U+7559,留,2
5951,GJ005951,􋁺,U+9B3C,鬼,1
5952,GJ005952,􋁻,U+79AA,禪,1
5953,GJ005953,􋁼,U+5176,其,2
5954,GJ005954,􋁽,U+5176,其,2
5955,GJ005955,􋂁,U+570B,國,2
5956,GJ005956,􋂅,U+53F3,右,2
5957,GJ005957,􋂉,U+4E80,亀,2
5958,GJ005958,􋂍,U+8938,褸,2
5959,GJ005959,􋂐,U+7995,禕,1
5960,GJ005960,􋂒,U+7995,禕,2
5961,GJ005961,􋂗,U+797A,祺,1
5962,GJ005962,􋂞,U+7562,畢,2
5963,GJ005963,􋂠,U+5547,啇,2
5964,GJ005964,􋂧,U+793A,示,2
5965,GJ005965,􋂫,U+60E0,惠,2
5966,GJ005966,􋂬,U+8DB3,足,2
5967,GJ005967,􋂰,U+226F3,𢛳,2
5968,GJ005968,􋂲,U+58F9,壹,2
5969,GJ005969,􋂳,U+5BF8,寸,2
5970,GJ005970,􋂴,U+96C5,雅,2
5971,GJ005971,􋂵,U+4665,䙥,2
5972,GJ005972,􋂶,U+91CF,量,2
5973,GJ005973,􋂷,U+767B,登,2
5974,GJ005974,􋃄,U+5584,善,2
5975,GJ005975,􋃆,U+5584,善,2
5976,GJ005976,􋃈,U+7CA6,粦,2
5977,GJ005977,􋃉,U+611B,愛,2
5978,GJ005978,􋃍,U+65B0,新,2
5979,GJ005979,􋃎,U+5E78,幸,2
5980,GJ005980,􋃐,U+980E,頎,2
5981,GJ005981,􋃔,U+8FB2,農,2
5982,GJ005982,􋃘,U+895F,襟,1
5983,GJ005983,􋃝,U+842C,萬,2
5984,GJ005984,􋃠,U+5609,嘉,2
5985,GJ005985,􋃣,U+79B0,禰,1
5986,GJ005986,􋃤,U+79B0,禰,1
5987,GJ005987,􋃨,U+79B0,禰,1
5988,GJ005988,􋃮,U+79B1,禱,1
5989,GJ005989,􋃱,U+718A,熊,2
5990,GJ005990,􋃴,U+6176,慶,2
5991,GJ005991,􋃸,U+6182,憂,2
5992,GJ005992,􋃹,U+89AA,親,2
5993,GJ005993,􋃺,U+7968,票,2
5994,GJ005994,􋄂,U+793C,礼,1
5995,GJ005995,􋄆,U+793C,礼,1
5996,GJ005996,􋄐,U+8974,襴,1
5997,GJ005997,􋄑,U+9E97,麗,2
5998,GJ005998,􋄖,U+79B9,禹,1
5999,GJ005999,􋄗,U+79BA,禺,1
6000,GJ006000,􋄜,U+7A42,穂,1
6001,GJ006001,􋄤,U+5B80,宀,2
6002,GJ006002,􋄩,U+5B63,季,2
6003,GJ006003,􋄴,U+79C0,秀,1
6004,GJ006004,􋄵,U+79CA,秊,1
6005,GJ006005,􋄸,U+79CA,秊,1
6006,GJ006006,􋄿,U+6749,杉,2
6007,GJ006007,􋅀,U+79BE,禾,2
6008,GJ006008,􋅂,U+79E7,秧,2
6009,GJ006009,􋅄,U+548C,和,2
6010,GJ006010,􋅆,U+4E5D,九,2
6011,GJ006011,􋅌,U+674C,杌,2
6012,GJ006012,􋅍,U+679A,枚,1
6013,GJ006013,􋅏,U+67A9,枩,1
6014,GJ006014,􋅐,U+79CA,秊,1
6015,GJ006015,􋅒,U+79E1,秡,1
6016,GJ006016,􋅓,U+233E4,𣏤,1
6017,GJ006017,􋅘,U+4ECB,介,2
6018,GJ006018,􋅙,U+677E,松,2
6019,GJ006019,􋅛,U+4ECA,今,2
6020,GJ006020,􋅜,U+5C3A,尺,2
6021,GJ006021,􋅝,U+67A1,枡,2
6022,GJ006022,􋅠,U+751F,生,2
6023,GJ006023,􋅣,U+5229,利,2
6024,GJ006024,􋅤,U+5317,北,2
6025,GJ006025,􋅥,U+6B63,正,2
6026,GJ006026,􋅨,U+53EC,召,2
6027,GJ006027,􋅬,U+79E1,秡,1
6028,GJ006028,􋅰,U+9F61,齡,1
6029,GJ006029,􋅷,U+79ED,秭,1
6030,GJ006030,􋆀,U+79FB,移,1
6031,GJ006031,􋆉,U+6210,成,2
6032,GJ006032,􋆏,U+68AD,梭,2
6033,GJ006033,􋆓,U+9999,香,1
6034,GJ006034,􋆔,U+796D,祭,1
6035,GJ006035,􋆕,U+79E1,秡,2
6036,GJ006036,􋆚,U+79BE,禾,2
6037,GJ006037,􋆠,U+6849,桉,2
6038,GJ006038,􋆡,U+6867,桧,2
6039,GJ006039,􋆢,U+5F61,彡,2
6040,GJ006040,􋆣,U+6C34,水,2
6041,GJ006041,􋆧,U+6781,极,1
6042,GJ006042,􋆪,U+574E,坎,2
6043,GJ006043,􋆺,U+6877,桷,1
6044,GJ006044,􋆻,U+687E,桾,1
6045,GJ006045,􋆽,U+91CC,里,2
6046,GJ006046,􋆾,U+6854,桔,2
6047,GJ006047,􋇄,U+7A2E,種,1
6048,GJ006048,􋇇,U+257A9,𥞩,1
6049,GJ006049,􋇏,U+6C34,水,2
6050,GJ006050,􋇔,U+767D,白,2
6051,GJ006051,􋇘,U+7503,甃,1
6052,GJ006052,􋇙,U+7530,田,2
6053,GJ006053,􋇝,U+6587,文,2
6054,GJ006054,􋇞,U+5FE0,忠,2
6055,GJ006055,􋇥,U+68CA,棊,1
6056,GJ006056,􋇦,U+68D6,棖,1
6057,GJ006057,􋇩,U+6921,椡,1
6058,GJ006058,􋇪,U+696E,楮,1
6059,GJ006059,􋇭,U+7A14,稔,1
6060,GJ006060,􋇵,U+7A1A,稚,1
6061,GJ006061,􋇶,U+590D,复,2
6062,GJ006062,􋇸,U+7A2E,種,1
6063,GJ006063,􋇹,U+7A6A,穪,1
6064,GJ006064,􋇻,U+7A31,稱,1
6065,GJ006065,􋈎,U+6908,椈,2
6066,GJ006066,􋈖,U+6631,昱,2
6067,GJ006067,􋈘,U+5F54,彔,2
6068,GJ006068,􋈜,U+6953,楓,2
6069,GJ006069,􋈝,U+696F,楯,2
6070,GJ006070,􋈞,U+5929,天,2
6071,GJ006071,􋈢,U+6731,朱,2
6072,GJ006072,􋈤,U+5F66,彦,2
6073,GJ006073,􋈥,U+79BE,禾,2
6074,GJ006074,􋈪,U+5206,分,2
6075,GJ006075,􋈫,U+767D,白,2
6076,GJ006076,􋈰,U+9ECE,黎,1
6077,GJ006077,􋈳,U+7531,由,2
6078,GJ006078,􋈼,U+7A14,稔,1
6079,GJ006079,􋉃,U+7A17,稗,1
6080,GJ006080,􋉍,U+7A2E,種,1
6081,GJ006081,􋉙,U+7A38,稸,1
6082,GJ006082,􋉝,U+7A3B,稻,1
6083,GJ006083,􋉤,U+6905,椅,2
6084,GJ006084,􋉨,U+537D,卽,2
6085,GJ006085,􋉮,U+6613,易,2
6086,GJ006086,􋉱,U+6957,楗,2
6087,GJ006087,􋉸,U+54E5,哥,2
6088,GJ006088,􋉹,U+4EA6,亦,2
6089,GJ006089,􋉼,U+5019,候,2
6090,GJ006090,􋊀,U+6A3A,樺,2
6091,GJ006091,􋊤,U+7A46,穆,1
6092,GJ006092,􋊥,U+767D,白,2
6093,GJ006093,􋊩,U+7A46,穆,1
6094,GJ006094,􋊯,U+7A4F,穏,1
6095,GJ006095,􋊴,U+5C11,少,2
6096,GJ006096,􋊷,U+4EA6,亦,2
6097,GJ006097,􋊺,U+53CD,反,2
6098,GJ006098,􋊻,U+8993,覓,2
6099,GJ006099,􋊼,U+66FB,曻,2
6100,GJ006100,􋊽,U+7A4D,積,1
6101,GJ006101,􋊾,U+91CC,里,2
6102,GJ006102,􋋂,U+6A12,樒,1
6103,GJ006103,􋋍,U+7A3B,稻,1
6104,GJ006104,􋋑,U+7A3B,稻,1
6105,GJ006105,􋋠,U+7570,異,2
6106,GJ006106,􋋪,U+7A57,穗,1
6107,GJ006107,􋋫,U+7A63,穣,1
6108,GJ006108,􋋴,U+5149,光,2
6109,GJ006109,􋋹,U+5C08,專,2
6110,GJ006110,􋋿,U+9F9D,龝,1
6111,GJ006111,􋌂,U+66FF,替,2
6112,GJ006112,􋌗,U+6A4B,橋,2
6113,GJ006113,􋌘,U+7A60,穠,1
6114,GJ006114,􋌧,U+845B,葛,2
6115,GJ006115,􋌨,U+6A29,権,1
6116,GJ006116,􋌩,U+7ACB,立,2
6117,GJ006117,􋌰,U+7A69,穩,1
6118,GJ006118,􋌲,U+91CF,量,2
6119,GJ006119,􋌳,U+800C,而,2
6120,GJ006120,􋌼,U+5FC3,心,2
6121,GJ006121,􋌽,U+6108,愈,2
6122,GJ006122,􋌾,U+63EB,揫,2
6123,GJ006123,􋍃,U+6AA5,檥,2
6124,GJ006124,􋍍,U+7A67,穧,1
6125,GJ006125,􋍔,U+8C4A,豊,2
6126,GJ006126,􋍕,U+79BE,禾,2
6127,GJ006127,􋍟,U+91CC,里,2
6128,GJ006128,􋍠,U+6AC1,櫁,1
6129,GJ006129,􋍥,U+7A6A,穪,1
6130,GJ006130,􋍦,U+7A6A,穪,1
6131,GJ006131,􋍧,U+7A6A,穪,1
6132,GJ006132,􋍮,U+767D,白,2
6133,GJ006133,􋍱,U+7A69,穩,1
6134,GJ006134,􋍵,U+7C73,米,2
6135,GJ006135,􋍽,U+6B0A,權,2
6136,GJ006136,􋎖,U+53E3,口,2
6137,GJ006137,􋎣,U+79CB,秋,1
6138,GJ006138,􋎫,U+7A74,穴,2
6139,GJ006139,􋎯,U+7A74,穴,2
6140,GJ006140,􋏁,U+7A74,穴,2
6141,GJ006141,􋏅,U+5B5D,孝,2
6142,GJ006142,􋏌,U+7A74,穴,2
6143,GJ006143,􋏏,U+7AA9,窩,1
6144,GJ006144,􋏞,U+7AC7,竇,1
6145,GJ006145,􋏣,U+6D1B,洛,2
6146,GJ006146,􋏵,U+9AD8,高,2
6147,GJ006147,􋏹,U+7AB6,窶,1
6148,GJ006148,􋏼,U+8EAB,身,2
6149,GJ006149,􋐉,U+7591,疑,2
6150,GJ006150,􋐋,U+7AC7,竇,1
6151,GJ006151,􋐍,U+8012,耒,2
6152,GJ006152,􋐑,U+9F8D,龍,2
6153,GJ006153,􋐖,U+79BE,禾,2
6154,GJ006154,􋐙,U+9CE5,鳥,2
6155,GJ006155,􋐜,U+7A74,穴,2
6156,GJ006156,􋐣,U+7ACB,立,2
6157,GJ006157,􋐥,U+7ACB,立,2
6158,GJ006158,􋐪,U+7AEA,竪,1
6159,GJ006159,􋐯,U+7533,申,2
6160,GJ006160,􋐱,U+53F0,台,2
6161,GJ006161,􋐳,U+53EC,召,2
6162,GJ006162,􋐹,U+7ADC,竜,1
6163,GJ006163,􋐻,U+4EA4,交,2
6164,GJ006164,􋐼,U+5B89,安,2
6165,GJ006165,􋐽,U+7F8A,羊,2
6166,GJ006166,􋐾,U+7ACB,立,2
6167,GJ006167,􋑆,U+5B8C,完,2
6168,GJ006168,􋑇,U+7ACB,立,2
6169,GJ006169,􋑉,U+5C3A,尺,2
6170,GJ006170,􋑔,U+5C24,尤,2
6171,GJ006171,􋑕,U+9F8D,龍,1
6172,GJ006172,􋑖,U+6B66,武,2
6173,GJ006173,􋑘,U+5190,冐,2
6174,GJ006174,􋑙,U+5E78,幸,2
6175,GJ006175,􋑚,U+53B6,厶,2
6176,GJ006176,􋑧,U+4ECE,从,2
6177,GJ006177,􋑩,U+5F66,彦,2
6178,GJ006178,􋑪,U+7AD2,竒,2
6179,GJ006179,􋑫,U+8ECD,軍,2
6180,GJ006180,􋑮,U+5EC9,廉,1
6181,GJ006181,􋑰,U+8ABC,誼,1
6182,GJ006182,􋑱,U+97F6,韶,1
6183,GJ006183,􋑻,U+5E1D,帝,2
6184,GJ006184,􋑼,U+7AEA,竪,1
6185,GJ006185,􋑽,U+9AD8,高,2
6186,GJ006186,􋑾,U+5DEE,差,2
6187,GJ006187,􋒀,U+4ECE,从,2
6188,GJ006188,􋒋,U+5C02,専,2
6189,GJ006189,􋒏,U+8CAC,責,2
6190,GJ006190,􋒐,U+6708,月,2
6191,GJ006191,􋒑,U+5341,十,2
6192,GJ006192,􋒘,U+66FD,曽,2
6193,GJ006193,􋒢,U+5B5D,孝,2
6194,GJ006194,􋒧,U+7AD1,竑,1
6195,GJ006195,􋒨,U+5EE3,廣,2
6196,GJ006196,􋒪,U+97FB,韻,1
6197,GJ006197,􋒳,U+7AE0,章,2
6198,GJ006198,􋒵,U+84A6,蒦,2
6199,GJ006199,􋓍,U+7AF9,竹,2
6200,GJ006200,􋓑,U+4E0B,下,2
6201,GJ006201,􋓝,U+7B3B,笻,1
6202,GJ006202,􋓞,U+5E00,帀,2
6203,GJ006203,􋓡,U+5302,匂,2
6204,GJ006204,􋓣,U+7B11,笑,1
6205,GJ006205,􋓥,U+4E09,三,2
6206,GJ006206,􋓬,U+7B1B,笛,1
6207,GJ006207,􋓰,U+7B3B,笻,1
6208,GJ006208,􋓸,U+7B39,笹,1
6209,GJ006209,􋓿,U+7B54,答,2
6210,GJ006210,􋔁,U+6728,木,2
6211,GJ006211,􋔂,U+5728,在,2
6212,GJ006212,􋔃,U+5DDE,州,2
6213,GJ006213,􋔄,U+5E84,庄,2
6214,GJ006214,􋔅,U+5200,刀,2
6215,GJ006215,􋔉,U+7B56,策,1
6216,GJ006216,􋔌,U+7B35,笵,1
6217,GJ006217,􋔍,U+7B4B,筋,1
6218,GJ006218,􋔟,U+5734,圴,2
6219,GJ006219,􋔠,U+7BE0,篠,1
6220,GJ006220,􋔡,U+620C,戌,2
6221,GJ006221,􋔤,U+5B9D,宝,2
6222,GJ006222,􋔧,U+5927,大,2
6223,GJ006223,􋔪,U+66F5,曵,2
6224,GJ006224,􋔬,U+7BE6,篦,1
6225,GJ006225,􋔲,U+7B50,筐,1
6226,GJ006226,􋔿,U+7B9E,箞,1
6227,GJ006227,􋕀,U+7BAD,箭,1
6228,GJ006228,􋕅,U+7BF6,篶,1
6229,GJ006229,􋕎,U+5FC3,心,2
6230,GJ006230,􋕘,U+4F2F,伯,2
6231,GJ006231,􋕞,U+53E5,句,2
6232,GJ006232,􋕣,U+5B9D,宝,2
6233,GJ006233,􋕤,U+59BB,妻,2
6234,GJ006234,􋕥,U+5E78,幸,2
6235,GJ006235,􋕦,U+6708,月,2
6236,GJ006236,􋕩,U+7B67,筧,1
6237,GJ006237,􋕬,U+7B6D,筭,1
6238,GJ006238,􋕱,U+7B6D,筭,1
6239,GJ006239,􋕴,U+7B6F,筯,1
6240,GJ006240,􋕹,U+7B97,算,1
6241,GJ006241,􋖄,U+7BC0,節,1
6242,GJ006242,􋖐,U+FA56,節,1
6243,GJ006243,􋖖,U+5FD7,志,2
6244,GJ006244,􋖚,U+7AF9,竹,2
6245,GJ006245,􋖞,U+7C6E,籮,1
6246,GJ006246,􋖠,U+91D1,金,2
6247,GJ006247,􋖡,U+4F73,佳,2
6248,GJ006248,􋖣,U+677E,松,2
6249,GJ006249,􋖤,U+677E,松,2
6250,GJ006250,􋖮,U+7AF9,竹,2
6251,GJ006251,􋖯,U+7AF9,竹,2
6252,GJ006252,􋖲,U+5BF8,寸,2
6253,GJ006253,􋖴,U+65EC,旬,2
6254,GJ006254,􋖵,U+7530,田,2
6255,GJ006255,􋖹,U+7BD7,篗,1
6256,GJ006256,􋖺,U+97F3,音,2
6257,GJ006257,􋗈,U+7BC6,篆,1
6258,GJ006258,􋗓,U+FA56,節,1
6259,GJ006259,􋗕,U+7B97,算,1
6260,GJ006260,􋗗,U+7BC9,築,1
6261,GJ006261,􋗛,U+7BC0,節,1
6262,GJ006262,􋗬,U+8A00,言,2
6263,GJ006263,􋘀,U+7BE0,篠,1
6264,GJ006264,􋘆,U+5143,元,2
6265,GJ006265,􋘐,U+7C3E,簾,1
6266,GJ006266,􋘨,U+624B,手,2
6267,GJ006267,􋘬,U+5C09,尉,2
6268,GJ006268,􋘭,U+738B,王,2
6269,GJ006269,􋘰,U+5F35,張,2
6270,GJ006270,􋙐,U+6E05,清,2
6271,GJ006271,􋙗,U+5C09,尉,2
6272,GJ006272,􋙘,U+5BC5,寅,2
6273,GJ006273,􋙞,U+6566,敦,2
6274,GJ006274,􋙠,U+8A00,言,2
6275,GJ006275,􋙡,U+8A00,言,2
6276,GJ006276,􋙢,U+9591,閑,2
6277,GJ006277,􋙤,U+52DD,勝,2
6278,GJ006278,􋙧,U+771E,眞,2
6279,GJ006279,􋙳,U+7C3E,簾,1
6280,GJ006280,􋙸,U+7C3E,簾,1
6281,GJ006281,􋙿,U+570D,圍,2
6282,GJ006282,􋚇,U+5C24,尤,2
6283,GJ006283,􋚋,U+95A0,閠,2
6284,GJ006284,􋚕,U+7C3E,簾,1
6285,GJ006285,􋚖,U+7C3E,簾,1
6286,GJ006286,􋚝,U+7C4C,籌,1
6287,GJ006287,􋚷,U+7BC4,範,2
6288,GJ006288,􋚹,U+6577,敷,2
6289,GJ006289,􋚻,U+807F,聿,2
6290,GJ006290,􋛂,U+7C54,籔,2
6291,GJ006291,􋛙,U+7C54,籔,2
6292,GJ006292,􋛝,U+7C54,籔,1
6293,GJ006293,􋛣,U+7C3E,簾,1
6294,GJ006294,􋛧,U+7C54,籔,1
6295,GJ006295,􋛬,U+7C60,籠,1
6296,GJ006296,􋛴,U+85DD,藝,1
6297,GJ006297,􋛽,U+7C54,籔,1
6298,GJ006298,􋜁,U+95CC,闌,2
6299,GJ006299,􋜂,U+FA20,蘒,1
6300,GJ006300,􋜃,U+7C3E,簾,1
6301,GJ006301,􋜐,U+807F,聿,2
6302,GJ006302,􋜛,U+7C73,米,2
6303,GJ006303,􋜝,U+7C73,米,2
6304,GJ006304,􋜟,U+7C73,米,2
6305,GJ006305,􋜡,U+7C73,米,2
6306,GJ006306,􋜣,U+6781,极,2
6307,GJ006307,􋜵,U+5DF4,巴,2
6308,GJ006308,􋜶,U+6587,文,2
6309,GJ006309,􋜻,U+7C73,米,2
6310,GJ006310,􋜽,U+7C73,米,2
6311,GJ006311,􋜾,U+7CA1,粡,2
6312,GJ006312,􋝆,U+4E16,世,2
6313,GJ006313,􋝊,U+6B21,次,2
6314,GJ006314,􋝌,U+5149,光,2
6315,GJ006315,􋝍,U+7C73,米,2
6316,GJ006316,􋝎,U+6B62,止,2
6317,GJ006317,􋝛,U+821B,舛,2
6318,GJ006318,􋝜,U+4EE4,令,2
6319,GJ006319,􋝝,U+9F62,齢,1
6320,GJ006320,􋝞,U+5E76,并,2
6321,GJ006321,􋝠,U+5E0C,希,2
6322,GJ006322,􋝡,U+82B3,芳,2
6323,GJ006323,􋝢,U+7396,玖,2
6324,GJ006324,􋝣,U+7C73,米,2
6325,GJ006325,􋝧,U+5929,天,2
6326,GJ006326,􋝬,U+53E4,古,2
6327,GJ006327,􋝰,U+68B9,梹,2
6328,GJ006328,􋝴,U+77F3,石,2
6329,GJ006329,􋝵,U+82F1,英,2
6330,GJ006330,􋝹,U+53D4,叔,2
6331,GJ006331,􋝺,U+5FF5,念,2
6332,GJ006332,􋝾,U+5FF5,念,2
6333,GJ006333,􋞄,U+7CBE,精,1
6334,GJ006334,􋞈,U+98DF,食,2
6335,GJ006335,􋞉,U+660C,昌,2
6336,GJ006336,􋞐,U+54E1,員,2
6337,GJ006337,􋞑,U+7C73,米,2
6338,GJ006338,􋞒,U+66FD,曽,2
6339,GJ006339,􋞘,U+3696,㚖,2
6340,GJ006340,􋞠,U+66F2,曲,2
6341,GJ006341,􋞡,U+8FB2,農,2
6342,GJ006342,􋞣,U+793A,示,2
6343,GJ006343,􋞤,U+793A,示,2
6344,GJ006344,􋞦,U+91D0,釐,1
6345,GJ006345,􋞲,U+7FC1,翁,2
6346,GJ006346,􋞵,U+7CA6,粦,2
6347,GJ006347,􋞻,U+7126,焦,2
6348,GJ006348,􋟊,U+7D50,結,1
6349,GJ006349,􋟓,U+7DD1,緑,1
6350,GJ006350,􋟩,U+529F,功,1
6351,GJ006351,􋟪,U+7CFA,糺,2
6352,GJ006352,􋟫,U+7CFA,糺,2
6353,GJ006353,􋟰,U+7CF8,糸,2
6354,GJ006354,􋟱,U+80E4,胤,1
6355,GJ006355,􋟳,U+7CF8,糸,2
6356,GJ006356,􋠒,U+7D20,素,1
6357,GJ006357,􋠚,U+7D05,紅,1
6358,GJ006358,􋠬,U+5315,匕,2
6359,GJ006359,􋡎,U+7D18,紘,1
6360,GJ006360,􋡜,U+7D14,純,1
6361,GJ006361,􋡧,U+7E26,縦,1
6362,GJ006362,􋡿,U+5902,夂,2
6363,GJ006363,􋢄,U+7CF8,糸,2
6364,GJ006364,􋢆,U+5932,夲,2
6365,GJ006365,􋢐,U+7D14,純,1
6366,GJ006366,􋢧,U+3563,㕣,2
6367,GJ006367,􋢱,U+5148,先,2
6368,GJ006368,􋣁,U+7E54,織,1
6369,GJ006369,􋣈,U+7D39,紹,1
6370,GJ006370,􋣎,U+5360,占,2
6371,GJ006371,􋣓,U+7D18,紘,1
6372,GJ006372,􋣔,U+5305,包,2
6373,GJ006373,􋣕,U+5305,包,2
6374,GJ006374,􋣚,U+7CF8,糸,2
6375,GJ006375,􋣟,U+529B,力,2
6376,GJ006376,􋣥,U+7DBE,綾,1
6377,GJ006377,􋣩,U+5DF1,己,2
